"NU_SEQUENCIAL","NO_MUNICIPIO_ESC","SG_UF_ESC","TP_DEPENDENCIA_ADM_ESC","TP_LOCALIZACAO_ESC","TP_SIT_FUNC_ESC","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO"
735486,"Rio Largo","AL",2,2,1,356.3,418.8,466,482.8,400
685656,"Santana do Ipanema","AL",2,1,1,354.3,354.9,417.7,474.2,520
1547748,"São José da Tapera","AL",2,2,1,395.4,438.4,369.3,402.6,0
2254067,"Satuba","AL",1,1,1,,,,,
2894738,"Santana do Mundaú","AL",2,1,1,645,630.5,625.9,720.7,940
469172,"Colônia Leopoldina","AL",2,1,1,,,,,
1694137,"Piranhas","AL",2,2,1,438.9,423.2,511,441.8,900
218136,"Penedo","AL",2,1,1,418.9,329.3,363,472.1,420
391822,"Maceió","AL",1,1,1,496,366.8,485.2,663.8,680
3675386,"Limoeiro de Anadia","AL",2,1,1,,,,,
3594598,"Maceió","AL",4,1,1,,,,,
1672706,"Palmeira dos Índios","AL",2,1,1,,,,,
1195403,"Palmeira dos Índios","AL",1,1,1,560,527.8,579.7,552.7,820
636832,"Palmeira dos Índios","AL",2,1,1,511,419.7,465.2,424.8,760
2815365,"Arapiraca","AL",4,1,1,557.4,492.5,546,767.6,700
1718201,"Ibateguara","AL",2,1,1,428.4,446.8,436.4,400.4,560
2671663,"Barra de São Miguel","AL",2,1,1,373.1,413.9,434.6,514.7,540
1568440,"Poço das Trincheiras","AL",2,2,1,518.7,473.2,487.4,502.7,480
546716,"Porto Calvo","AL",2,1,1,439.7,444.6,452.9,527.2,0
2470199,"São Luís do Quitunde","AL",2,1,1,552.2,327.6,420.9,459.7,0
1038719,"Maceió","AL",2,1,1,428.7,468.9,494.5,414.5,740
828604,"Cajueiro","AL",2,1,1,467.3,423.2,391.4,414.2,520
1706413,"Maceió","AL",4,1,1,603.7,599.3,620.8,530.8,720
710723,"Campestre","AL",2,1,1,455,594.6,520.3,562.3,320
3720278,"Maceió","AL",4,1,1,552.1,505.7,519.1,679,880
2944418,"Mar Vermelho","AL",2,1,1,380.7,365,406.8,395.2,640
1378410,"Maceió","AL",2,1,1,,,,,
578543,"Palestina","AL",2,1,1,397.3,455.5,430.9,409.6,580
2432036,"Joaquim Gomes","AL",2,1,1,453.8,408.5,374.6,482.3,440
637473,"São José da Laje","AL",2,1,1,421.5,517.6,474.6,512.9,640
513869,"Porto Calvo","AL",2,1,1,360.6,389,321,524,0
1711734,"Piaçabuçu","AL",2,1,1,,,,,
1389,"Batalha","AL",2,1,1,524.1,383.7,443.2,382.4,580
3042492,"Santana do Mundaú","AL",2,1,1,,,,,
79405,"Maceió","AL",4,1,1,428.1,452.2,534.5,455.9,760
496471,"Junqueiro","AL",2,1,1,404.5,373.4,451.6,414.9,620
3314375,"Pariconha","AL",2,1,1,458.2,447.3,473.6,438.8,680
523435,"Atalaia","AL",2,1,1,457.2,385.3,469.5,436.6,620
1252027,"Atalaia","AL",2,1,1,490.7,324.8,514.5,466.8,280
1823839,"Barra de Santo Antônio","AL",2,1,1,360.2,364.3,380.5,514.7,480
1854119,"Arapiraca","AL",4,1,1,412.9,524.3,504.7,490.9,920
1739837,"Maceió","AL",2,1,1,,468.2,463.5,,540
1555166,"Olho d'Água Grande","AL",2,1,1,488.1,440.2,499.3,475,800
1373916,"Piaçabuçu","AL",2,1,1,,,,,
966903,"Palmeira dos Índios","AL",1,1,1,376,334.6,427.7,429.7,520
493762,"Maceió","AL",2,1,1,442.3,341.7,469.8,419.9,0
440403,"Maceió","AL",2,1,1,393.6,518.9,457.8,397.4,600
1115480,"São José da Tapera","AL",2,1,1,,,,,
4154435,"Maceió","AL",4,1,1,,,,,
704508,"Japaratinga","AL",2,1,1,420.2,369.1,410.8,463.7,0
1709350,"Rio Largo","AL",2,2,1,537.7,431.4,508.8,554.9,860
1526039,"Barra de Santo Antônio","AL",2,1,1,,,,,
3803631,"Piranhas","AL",2,1,1,576.5,401,489.9,452.3,500
321018,"Maceió","AL",2,1,1,444,526.7,569.1,569.1,940
1269900,"Maceió","AL",2,1,1,,,,,
1349208,"Maceió","AL",2,1,1,563.1,581.4,550,565.9,640
809612,"Santana do Ipanema","AL",2,1,1,428.1,394.5,432.6,401.7,400
90263,"Pilar","AL",2,1,1,,,,,
3010516,"Maceió","AL",4,1,1,520.6,701.2,657.9,702.7,960
829356,"Pilar","AL",2,1,1,,,,,
1583333,"Porto Real do Colégio","AL",2,2,1,,,,,
509539,"Murici","AL",2,1,1,435.5,518.9,467.1,468.1,500
2261359,"São Miguel dos Campos","AL",2,1,1,562,565.2,562.4,595.1,620
225160,"Lagoa da Canoa","AL",2,1,1,422.3,405.9,477.2,484.4,760
1407485,"Cajueiro","AL",2,1,1,,415.5,362.3,,300
488831,"Maceió","AL",2,1,1,,,,,
1594108,"Joaquim Gomes","AL",2,1,1,,,,,
1564270,"Penedo","AL",2,1,1,382.2,446.9,384.1,600,440
1713184,"Maceió","AL",2,1,1,478.9,474.8,513.9,512.5,700
1150262,"Limoeiro de Anadia","AL",2,1,1,,,,,
918798,"São Miguel dos Campos","AL",2,1,1,456,451.5,479.4,430.2,540
307117,"Olivença","AL",2,1,1,444.1,480.6,537.7,546.8,420
1582071,"Monteirópolis","AL",2,1,1,,,,,
1277996,"Igaci","AL",2,2,1,403.4,414.6,348.3,380.8,0
1540234,"Maceió","AL",4,1,1,529.6,394.6,497.3,574.2,620
4092301,"Barra de Santo Antônio","AL",2,1,1,382.2,356.4,345,435.1,0
2488151,"Mata Grande","AL",2,2,1,,,,,
2442165,"Maceió","AL",2,1,1,367.8,295.5,344.6,464.9,0
1905925,"Murici","AL",2,1,1,386.3,310.3,338,407.3,360
973269,"São Luís do Quitunde","AL",2,1,1,434.6,386.5,438.1,413.5,360
1847327,"Maceió","AL",4,1,1,572.9,562.9,532.5,478.9,760
2501778,"Limoeiro de Anadia","AL",2,1,1,,,,,
157180,"Maceió","AL",1,1,1,544,580.3,544.3,533.2,880
1056110,"Branquinha","AL",2,1,1,420.1,445.3,381.7,482,420
1289812,"São Miguel dos Milagres","AL",2,1,1,384.6,412.7,344.1,434.6,440
1046334,"Maceió","AL",2,1,1,455.9,451.3,497.7,410.2,540
2114483,"União dos Palmares","AL",2,1,1,418.9,417.1,500.8,419.8,700
1682020,"Paulo Jacinto","AL",2,1,1,360.9,424.7,414.7,394.5,0
299637,"Satuba","AL",1,1,1,592.1,614.3,511.5,681.1,840
51339,"Palmeira dos Índios","AL",4,1,1,481.9,563.9,605.4,649,920
2597231,"Arapiraca","AL",2,1,1,545.6,481,353.2,478.5,0
2883171,"União dos Palmares","AL",4,1,1,552.9,532.1,547.6,645.4,600
1277950,"Branquinha","AL",2,1,1,484.5,437.6,509.5,453.5,520
2473682,"Maceió","AL",2,1,1,427.1,375.2,352.4,463.1,180
2642011,"Girau do Ponciano","AL",2,1,1,,,,,
1549955,"Atalaia","AL",2,1,1,438.8,345.8,432.8,406.8,800
2121584,"Arapiraca","AL",2,1,1,574,529.3,493,620,740
939504,"Maceió","AL",4,1,1,585.9,602.5,501.1,656.8,920
958760,"Arapiraca","AL",2,1,1,541.9,545.5,536,431.8,700
1680041,"Palmeira dos Índios","AL",2,2,1,,,,,
557669,"Porto Calvo","AL",2,1,1,457.2,,,484.6,
725419,"Junqueiro","AL",2,1,1,558.2,464.2,476.1,497.4,540
3226865,"Maceió","AL",4,1,1,567,591.9,574.2,686.3,940
3499147,"Arapiraca","AL",2,1,1,,356.8,336.7,,0
112230,"Arapiraca","AL",2,1,1,375.9,424.5,476.5,380.5,0
1196148,"Arapiraca","AL",4,1,1,377,486.1,527,657.2,780
115969,"Penedo","AL",2,1,1,575,441.1,471.3,408.4,660
152296,"Satuba","AL",2,1,1,487,408.7,535.3,459.8,540
2373106,"Maceió","AL",4,1,1,629.4,655.5,638.2,851.8,960
1104215,"Major Isidoro","AL",2,2,1,375,530.2,505.3,469.3,600
2924318,"Feira Grande","AL",2,1,1,433,473.2,529.7,431.4,520
316477,"São Luís do Quitunde","AL",2,1,1,439.2,559.9,539.1,653.8,780
2561936,"São José da Tapera","AL",2,1,1,392,358.4,485.6,374.9,0
1793940,"Maceió","AL",4,1,1,511.5,566.8,575.3,600,820
1098679,"Maceió","AL",2,1,1,377.3,427.6,373.6,466.3,0
1284286,"Palmeira dos Índios","AL",2,1,1,,,,,
949249,"Maceió","AL",2,1,1,424.3,458.8,501.8,399.4,680
1996048,"Maceió","AL",4,1,1,483.6,513.9,537.8,518.1,720
2078210,"Igaci","AL",2,1,1,498.3,427,523.4,416.3,680
3556316,"Maceió","AL",4,1,1,387.9,485.8,527.8,455,820
