CIDADE,ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE),CRECHE,EJA,ENSINO FUNDAMENTAL,ENSINO Mï¿½DIO,ENSINO Mï¿½DIO INTEGRAL,INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - QUILOMBOLA,PRï¿½-ESCOLA,QUILOMBOLA
MG-COUTO DE MAGALHAES DE MINAS,0.0,23112.0,640.0,24552.0,0.0,0.0,0.0,0.0,0.0,0.0,12932.0,0.0
MG-CRISOLITA,0.0,17976.0,1088.0,44208.0,0.0,0.0,0.0,0.0,0.0,0.0,12402.0,0.0
MG-CRISTAIS,0.0,34026.0,2176.0,72842.0,0.0,0.0,0.0,0.0,0.0,0.0,38686.0,0.0
MG-CRISTALIA,0.0,10914.0,0.0,33840.0,0.0,0.0,0.0,0.0,0.0,0.0,18232.0,3072.0
MG-CRISTIANO OTONI,424.0,0.0,0.0,38340.0,0.0,0.0,0.0,0.0,0.0,0.0,16006.0,0.0
MG-CRISTINA,1484.0,18190.0,3200.0,76324.0,0.0,0.0,0.0,0.0,0.0,0.0,27944.0,0.0
MG-CRUCILANDIA,0.0,0.0,3264.0,31060.0,0.0,0.0,0.0,0.0,0.0,0.0,15954.0,0.0
MG-CRUZEIRO DA FORTALEZA,2226.0,22042.0,1216.0,47376.0,0.0,0.0,0.0,0.0,0.0,0.0,14310.0,0.0
MG-CRUZILIA,318.0,41516.0,4160.0,73548.0,19046.0,0.0,0.0,0.0,0.0,0.0,40952.0,0.0
MG-CUPARAQUE,0.0,15836.0,960.0,25416.0,0.0,0.0,0.0,0.0,0.0,0.0,13780.0,0.0
MG-CURRAL DE DENTRO,1696.0,9202.0,0.0,47736.0,0.0,0.0,0.0,0.0,0.0,0.0,23638.0,0.0
MG-CURVELO,1908.0,168418.0,10176.0,326638.0,0.0,0.0,0.0,0.0,0.0,0.0,169390.0,0.0
MG-DATAS,1855.0,20073.2,0.0,21772.8,0.0,0.0,0.0,0.0,0.0,0.0,12391.4,0.0
MG-DELFIM MOREIRA,530.0,0.0,0.0,44280.0,0.0,0.0,0.0,0.0,0.0,0.0,17596.0,0.0
MG-DELFINOPOLIS,0.0,26578.8,0.0,69020.4,0.0,0.0,0.0,0.0,0.0,0.0,23286.6,0.0
MG-DELTA,0.0,28462.0,10816.0,102600.0,0.0,0.0,0.0,0.0,0.0,0.0,29342.0,0.0
MG-DESCOBERTO,0.0,16050.0,0.0,20808.0,0.0,0.0,0.0,0.0,0.0,0.0,12614.0,0.0
MG-DESTERRO DE ENTRE RIOS,1696.0,0.0,1536.0,13104.0,0.0,0.0,0.0,0.0,0.0,0.0,16006.0,0.0
MG-DESTERRO DO MELO,0.0,3638.0,0.0,29664.0,0.0,0.0,0.0,0.0,0.0,0.0,8268.0,0.0
MG-DIAMANTINA,1908.0,164780.0,1856.0,117886.0,0.0,0.0,0.0,0.0,0.0,0.0,171900.0,3968.0
MG-DIOGO DE VASCONCELOS,0.0,4922.0,3392.0,48830.0,0.0,0.0,0.0,0.0,0.0,0.0,8586.0,0.0
MG-DIONISIO,572.4,0.0,0.0,19497.6,0.0,0.0,0.0,0.0,0.0,0.0,10329.6,0.0
MG-DIVINESIA,0.0,19902.0,0.0,76880.0,0.0,0.0,0.0,0.0,0.0,0.0,11872.0,0.0
MG-DIVINO,1908.0,47722.0,3584.0,79704.0,0.0,0.0,0.0,0.0,0.0,0.0,32648.0,16512.0
MG-DIVINO DAS LARANJEIRAS,0.0,14980.0,5888.0,13032.0,0.0,0.0,0.0,0.0,0.0,0.0,11024.0,0.0
MG-DIVINOLANDIA DE MINAS,0.0,18832.0,448.0,42048.0,0.0,0.0,0.0,0.0,0.0,0.0,20352.0,0.0
MG-DIVINOPOLIS,42718.0,392048.0,16704.0,618840.0,0.0,0.0,0.0,0.0,0.0,0.0,422368.0,0.0
MG-DIVISA ALEGRE,0.0,15408.0,3520.0,59832.0,0.0,0.0,0.0,0.0,0.0,0.0,15900.0,0.0
MG-DIVISA NOVA,1272.0,13482.0,0.0,46198.0,0.0,0.0,0.0,0.0,0.0,0.0,20550.0,0.0
MG-DIVISOPOLIS,0.0,20758.0,0.0,50688.0,0.0,0.0,0.0,0.0,0.0,0.0,15688.0,0.0
MG-DOM BOSCO,0.0,2824.8,691.2,3585.6,0.0,0.0,0.0,0.0,0.0,0.0,3474.0,0.0
MG-DOM CAVATI,0.0,0.0,358.4,25500.8,0.0,0.0,0.0,0.0,0.0,0.0,11024.0,0.0
MG-DOM JOAQUIM,0.0,20972.0,896.0,6984.0,0.0,0.0,0.0,0.0,0.0,0.0,11342.0,0.0
MG-DOM SILVERIO,0.0,15194.0,2688.0,20376.0,0.0,0.0,0.0,0.0,0.0,0.0,10176.0,0.0
MG-DOM VICOSO,0.0,0.0,0.0,20592.0,0.0,0.0,0.0,0.0,0.0,0.0,7208.0,0.0
MG-DONA EUZEBIA,0.0,12626.0,0.0,31282.0,0.0,0.0,0.0,0.0,0.0,0.0,13674.0,0.0
MG-DORES DE CAMPOS,954.0,19645.2,979.2,19689.8,0.0,0.0,0.0,0.0,0.0,0.0,19938.6,0.0
MG-DORES DE GUANHAES,0.0,14124.0,0.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,15370.0,0.0
MG-DORES DO INDAIA,2014.0,21614.0,3584.0,85832.0,4176.0,0.0,0.0,0.0,0.0,0.0,23930.0,0.0
MG-DORES DO TURVO,0.0,0.0,3072.0,20160.0,0.0,0.0,0.0,0.0,0.0,0.0,11130.0,0.0
MG-DORESOPOLIS,0.0,5564.0,0.0,13752.0,0.0,0.0,0.0,0.0,0.0,0.0,4240.0,0.0
MG-DURANDE,0.0,5992.0,0.0,19504.8,0.0,0.0,0.0,0.0,0.0,0.0,12020.4,0.0
MG-ELOI MENDES,0.0,56710.0,3200.0,157572.0,0.0,0.0,0.0,0.0,0.0,0.0,72590.0,0.0
MG-ENGENHEIRO CALDAS,3180.0,29532.0,2048.0,65160.0,0.0,0.0,0.0,0.0,0.0,0.0,42612.0,0.0
MG-ENGENHEIRO NAVARRO,2332.0,7704.0,0.0,35136.0,0.0,0.0,0.0,0.0,0.0,0.0,16536.0,0.0
MG-ENTRE FOLHAS,0.0,13032.6,0.0,18698.4,0.0,0.0,0.0,0.0,0.0,0.0,9794.4,0.0
MG-ENTRE RIOS DE MINAS,742.0,16478.0,5248.0,51840.0,0.0,0.0,0.0,0.0,0.0,0.0,33506.0,0.0
MG-ERVALIA,0.0,24396.0,6438.4,70048.0,0.0,0.0,0.0,0.0,0.0,0.0,58838.0,0.0
MG-ESMERALDAS,0.0,214.0,43200.0,587180.0,0.0,0.0,0.0,0.0,0.0,0.0,190800.0,0.0
MG-ESPERA FELIZ,2756.0,69978.0,12224.0,76618.0,0.0,0.0,0.0,0.0,0.0,0.0,77044.0,0.0
MG-ESPINOSA,954.0,97370.0,4032.0,74300.0,0.0,0.0,0.0,0.0,0.0,0.0,72928.0,0.0
MG-ESPIRITO SANTO DO DOURADO,848.0,18404.0,0.0,25272.0,0.0,0.0,0.0,0.0,0.0,0.0,14840.0,0.0
MG-ESTIVA,848.0,30602.0,0.0,58708.0,0.0,0.0,0.0,0.0,0.0,0.0,25758.0,0.0
MG-ESTRELA DALVA,0.0,7490.0,320.0,12024.0,0.0,0.0,0.0,0.0,0.0,0.0,6996.0,0.0
MG-ESTRELA DO INDAIA,212.0,10272.0,1324.0,6561.0,0.0,0.0,0.0,0.0,0.0,0.0,7584.0,0.0
MG-ESTRELA DO SUL,0.0,22898.0,5126.0,19650.0,0.0,0.0,0.0,0.0,0.0,0.0,17702.0,0.0
MG-EUGENOPOLIS,0.0,13910.0,2048.0,66942.0,0.0,0.0,0.0,0.0,0.0,0.0,28738.0,0.0
MG-EWBANK DA CAMARA,0.0,0.0,256.0,21744.0,0.0,0.0,0.0,0.0,0.0,0.0,11342.0,0.0
MG-EXTREMA,12508.0,214642.0,11584.0,421272.0,0.0,0.0,0.0,0.0,0.0,0.0,172080.0,0.0
MG-FAMA,0.0,0.0,0.0,10440.0,0.0,0.0,0.0,0.0,0.0,0.0,6042.0,0.0
MG-FARIA LEMOS,0.0,6034.8,691.2,13825.2,0.0,0.0,0.0,0.0,0.0,0.0,5469.6,0.0
MG-FELICIO DOS SANTOS,0.0,15921.6,0.0,16295.2,0.0,0.0,0.0,0.0,0.0,0.0,12720.0,0.0
MG-FELISBURGO,1590.0,27178.0,1728.0,39312.0,0.0,0.0,0.0,0.0,0.0,0.0,20564.0,1792.0
MG-FELIXLANDIA,636.0,18832.0,1600.0,92806.0,0.0,0.0,0.0,0.0,0.0,0.0,28302.0,0.0
MG-FERNANDES TOURINHO,848.0,10914.0,960.0,15048.0,0.0,0.0,0.0,0.0,0.0,0.0,7102.0,0.0
MG-FERROS,0.0,26536.0,0.0,40140.0,0.0,0.0,0.0,0.0,0.0,0.0,20270.0,384.0
MG-FERVEDOURO,0.0,12626.0,2112.0,30024.0,0.0,0.0,0.0,0.0,0.0,0.0,28726.0,0.0
MG-FLORESTAL,0.0,10439.0,281.6,10324.8,0.0,0.0,0.0,0.0,0.0,0.0,9183.2,0.0
MG-FORMIGA,10918.0,173340.0,3328.0,326620.0,0.0,0.0,0.0,0.0,0.0,0.0,180680.0,0.0
MG-FORMOSO,0.0,17976.0,0.0,51408.0,0.0,0.0,0.0,0.0,0.0,0.0,23426.0,0.0
MG-FORTALEZA DE MINAS,0.0,4066.0,0.0,15336.0,0.0,0.0,0.0,0.0,0.0,0.0,7526.0,0.0
MG-FORTUNA DE MINAS,1166.0,14766.0,0.0,27864.0,0.0,0.0,0.0,0.0,0.0,0.0,9264.0,0.0
MG-FRANCISCO BADARO,0.0,10272.0,0.0,15408.0,0.0,0.0,0.0,0.0,0.0,0.0,16430.0,1024.0
MG-FRANCISCO DUMONT,1060.0,17334.0,384.0,40664.0,0.0,0.0,0.0,0.0,0.0,0.0,11342.0,0.0
MG-FRANCISCO SA,0.0,41944.0,3584.0,66600.0,0.0,0.0,0.0,2840.0,0.0,0.0,56604.0,6828.0
MG-FRANCISCOPOLIS,1060.0,0.0,0.0,25272.0,0.0,0.0,0.0,0.0,0.0,0.0,12190.0,0.0
MG-FREI GASPAR,0.0,3424.0,0.0,44712.0,0.0,0.0,0.0,11360.0,0.0,0.0,15582.0,0.0
MG-FREI INOCENCIO,0.0,25680.0,704.0,31536.0,0.0,0.0,0.0,0.0,0.0,0.0,25742.0,0.0
MG-FREI LAGONEGRO,1802.0,10058.0,0.0,19872.0,0.0,0.0,0.0,0.0,0.0,0.0,12190.0,0.0
MG-FRONTEIRA,2650.0,43014.0,1088.0,93754.0,0.0,0.0,0.0,0.0,0.0,0.0,36252.0,0.0
MG-FRONTEIRA DOS VALES,0.0,0.0,204.8,7495.2,0.0,0.0,0.0,0.0,0.0,0.0,4367.2,0.0
MG-FRUTA DE LEITE,0.0,15836.0,0.0,20376.0,0.0,0.0,0.0,0.0,0.0,0.0,7844.0,0.0
MG-FRUTAL,16112.0,182114.0,21138.8,251588.0,0.0,0.0,0.0,0.0,0.0,0.0,186034.0,0.0
MG-FUNILANDIA,1802.0,20758.0,0.0,21528.0,0.0,0.0,0.0,0.0,0.0,0.0,14416.0,0.0
MG-GALILEIA,0.0,26536.0,0.0,35136.0,0.0,0.0,0.0,0.0,0.0,0.0,16536.0,0.0
MG-GAMELEIRAS,0.0,10272.0,0.0,16632.0,0.0,0.0,0.0,0.0,0.0,0.0,8696.0,15728.0
MG-GLAUCILANDIA,0.0,3852.0,0.0,16344.0,0.0,0.0,0.0,0.0,0.0,0.0,7950.0,0.0
MG-GOIABEIRA,3339.0,14252.4,0.0,49724.4,0.0,0.0,0.0,0.0,0.0,0.0,18297.0,0.0
MG-GOIANA,0.0,0.0,0.0,18792.0,0.0,0.0,0.0,0.0,0.0,0.0,12614.0,0.0
MG-GONCALVES,1166.0,5778.0,0.0,18216.0,0.0,0.0,0.0,0.0,0.0,0.0,10388.0,0.0
MG-GONZAGA,1272.0,0.0,0.0,32616.0,0.0,0.0,0.0,0.0,0.0,0.0,18020.0,0.0
MG-GOUVEIA,0.0,34668.0,1984.0,51264.0,0.0,0.0,0.0,0.0,0.0,0.0,29574.0,0.0
MG-GOVERNADOR VALADARES,0.0,1254254.0,6528.0,1456069.0,0.0,0.0,0.0,0.0,0.0,0.0,1045588.0,0.0
MG-GRAO MOGOL,0.0,34668.0,1088.0,96276.0,0.0,0.0,0.0,0.0,0.0,0.0,32118.0,0.0
MG-GRUPIARA,0.0,6206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,0.0
MG-GUANHAES,0.0,63857.6,9142.4,76433.6,0.0,0.0,0.0,0.0,0.0,0.0,68777.6,0.0
MG-GUAPE,0.0,26964.0,3392.0,76506.0,0.0,0.0,0.0,0.0,0.0,0.0,33072.0,0.0
MG-GUARACIABA,0.0,15622.0,0.0,16344.0,0.0,0.0,0.0,0.0,0.0,0.0,16006.0,0.0
MG-GUARACIAMA,0.0,14552.0,0.0,17889.0,0.0,0.0,0.0,0.0,0.0,0.0,14098.0,0.0
MG-GUARANESIA,1166.0,42800.0,8128.0,64368.0,0.0,0.0,0.0,0.0,0.0,0.0,41128.0,0.0
MG-GUARANI,2226.0,17548.0,3264.0,50488.0,0.0,0.0,0.0,0.0,0.0,0.0,24380.0,0.0
MG-GUARARA,0.0,0.0,2752.0,31104.0,0.0,0.0,0.0,0.0,0.0,0.0,11660.0,0.0
MG-GUARDA-MOR,318.0,19260.0,1216.0,42660.0,0.0,0.0,0.0,0.0,0.0,0.0,20670.0,0.0
MG-GUAXUPE,3604.0,186608.0,13952.0,270348.0,12816.0,0.0,0.0,0.0,0.0,0.0,141680.0,0.0
MG-GUIDOVAL,0.0,16478.0,1088.0,22536.0,0.0,0.0,0.0,0.0,0.0,0.0,18020.0,0.0
MG-GUIMARANIA,2438.0,16050.0,640.0,37080.0,0.0,0.0,0.0,0.0,0.0,0.0,20988.0,0.0
MG-GUIRICEMA,0.0,0.0,0.0,16560.0,0.0,0.0,0.0,0.0,0.0,0.0,17490.0,0.0
MG-GURINHATA,1060.0,10914.0,0.0,24048.0,0.0,0.0,0.0,0.0,0.0,0.0,9222.0,0.0
MG-HELIODORA,424.0,17762.0,0.0,34264.0,0.0,0.0,0.0,0.0,0.0,0.0,20760.0,0.0
MG-IAPU,0.0,31458.0,6080.0,52138.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,0.0
MG-IBERTIOGA,2014.0,6420.0,1280.0,28334.0,0.0,0.0,0.0,0.0,0.0,0.0,10070.0,0.0
MG-IBIA,0.0,43228.0,13312.0,112818.0,3096.0,0.0,0.0,0.0,0.0,0.0,46334.0,0.0
MG-IBIAI,0.0,29104.0,0.0,44784.0,0.0,0.0,0.0,0.0,0.0,0.0,20882.0,0.0
MG-IBIRACATU,954.0,23540.0,0.0,38834.0,0.0,0.0,0.0,0.0,0.0,0.0,15794.0,0.0
MG-IBIRACI,5724.0,16906.0,0.0,35206.0,0.0,0.0,0.0,0.0,0.0,0.0,38616.0,0.0
MG-IBIRITE,6148.0,290398.0,24960.0,896104.0,0.0,0.0,0.0,0.0,0.0,0.0,393688.0,0.0
MG-IBITIURA DE MINAS,0.0,8774.0,192.0,17970.0,0.0,0.0,0.0,0.0,0.0,0.0,10326.0,0.0
MG-IBITURUNA,0.0,12626.0,0.0,23460.0,0.0,0.0,0.0,0.0,0.0,0.0,6360.0,0.0
MG-ICARAI DE MINAS,848.0,18190.0,0.0,32040.0,0.0,0.0,0.0,0.0,0.0,0.0,32436.0,0.0
MG-IGARAPE,4876.0,184468.0,9024.0,351062.0,0.0,0.0,0.0,0.0,0.0,0.0,110770.0,0.0
MG-IGARATINGA,0.0,26322.0,0.0,59786.0,0.0,0.0,0.0,0.0,0.0,0.0,27560.0,0.0
MG-IGUATAMA,0.0,6548.4,0.0,24883.2,0.0,0.0,0.0,0.0,0.0,0.0,12115.8,0.0
MG-IJACI,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MG-ILICINEA,1378.0,33170.0,2944.0,58176.0,0.0,0.0,0.0,0.0,0.0,0.0,33252.0,0.0
MG-IMBE DE MINAS,0.0,7789.6,0.0,23335.2,0.0,0.0,0.0,0.0,0.0,0.0,11204.2,0.0
MG-INCONFIDENTES,1908.0,17334.0,0.0,29667.6,0.0,0.0,0.0,0.0,0.0,0.0,15550.2,0.0
MG-INDAIABIRA,0.0,29960.0,0.0,34272.0,0.0,0.0,0.0,0.0,0.0,0.0,26918.0,0.0
MG-INDIANOPOLIS,0.0,23326.0,5184.0,54576.0,0.0,0.0,0.0,0.0,0.0,0.0,17066.0,0.0
MG-INGAI,0.0,4280.0,0.0,10793.0,0.0,0.0,0.0,0.0,0.0,0.0,7102.0,0.0
MG-INHAPIM,0.0,35310.0,4544.0,73440.0,0.0,0.0,0.0,0.0,0.0,0.0,49184.0,0.0
MG-INHAUMA,0.0,18618.0,0.0,47520.0,0.0,0.0,0.0,0.0,0.0,0.0,15264.0,0.0
MG-INIMUTABA,848.0,14124.0,0.0,59318.0,0.0,0.0,0.0,0.0,0.0,0.0,14946.0,0.0
MG-IPABA,222.6,10336.2,0.0,34272.0,0.0,0.0,0.0,0.0,0.0,0.0,39124.4,0.0
MG-IPANEMA,0.0,28890.0,2176.0,93708.0,0.0,0.0,0.0,0.0,0.0,0.0,42288.0,0.0
MG-IPATINGA,30952.0,559396.0,75392.0,1573264.0,0.0,0.0,0.0,0.0,0.0,0.0,453336.0,0.0
MG-IPIACU,3710.0,17976.0,1792.0,25128.0,0.0,0.0,0.0,0.0,0.0,0.0,9364.0,0.0
MG-IPUIUNA,530.0,33598.0,4608.0,37944.0,0.0,0.0,0.0,0.0,0.0,0.0,21306.0,0.0
MG-IRAI DE MINAS,0.0,29318.0,2048.0,31752.0,0.0,0.0,0.0,0.0,0.0,0.0,23308.0,0.0
MG-ITABIRA,15688.0,226626.0,16832.0,534180.0,0.0,0.0,0.0,0.0,0.0,0.0,220480.0,0.0
MG-ITABIRINHA,0.0,16906.0,3072.0,46656.0,0.0,0.0,0.0,0.0,0.0,0.0,39742.0,0.0
MG-ITABIRITO,3498.0,121124.0,22016.0,360404.0,0.0,0.0,0.0,0.0,0.0,0.0,153096.0,0.0
MG-ITACAMBIRA,0.0,13482.0,0.0,16920.0,0.0,0.0,0.0,0.0,0.0,0.0,9978.0,0.0
MG-ITACARAMBI,2968.0,93304.0,10240.0,162860.0,0.0,0.0,0.0,0.0,0.0,0.0,93774.0,0.0
MG-ITAGUARA,2650.0,15622.0,3204.0,55974.0,0.0,0.0,0.0,0.0,0.0,0.0,35710.0,0.0
MG-ITAIPE,1908.0,29746.0,13098.0,87984.0,16906.0,0.0,0.0,0.0,0.0,0.0,24944.0,0.0
MG-ITAJUBA,17172.0,252092.0,4288.0,342109.0,6307.2,0.0,0.0,0.0,0.0,0.0,177664.0,0.0
MG-ITAMARANDIBA,0.0,117700.0,5504.0,169470.0,0.0,0.0,0.0,0.0,0.0,0.0,86178.0,6912.0
MG-ITAMARATI DE MINAS,0.0,20758.0,2304.0,21471.0,0.0,0.0,0.0,0.0,0.0,0.0,14814.0,0.0
MG-ITAMBACURI,0.0,67410.0,7936.0,171154.0,0.0,0.0,0.0,36579.2,0.0,0.0,70208.0,0.0
MG-ITAMBE DO MATO DENTRO,0.0,0.0,0.0,3434.4,0.0,0.0,0.0,0.0,0.0,0.0,3434.4,0.0
MG-ITAMOGI,530.0,24610.0,3656.0,79588.0,0.0,0.0,0.0,0.0,0.0,0.0,37608.0,0.0
MG-ITAMONTE,0.0,26322.0,5337.6,76608.0,1872.0,0.0,0.0,0.0,0.0,0.0,29044.0,0.0
MG-ITANHANDU,3604.0,49006.0,6582.0,41760.0,0.0,0.0,0.0,0.0,0.0,0.0,39832.0,0.0
MG-ITANHOMI,1484.0,60990.0,2048.0,61416.0,0.0,0.0,0.0,0.0,0.0,0.0,35568.0,0.0
MG-ITAOBIM,1378.0,63986.0,7104.0,110746.0,31244.0,0.0,0.0,6816.0,0.0,0.0,50584.0,0.0
MG-ITAPAGIPE,3286.0,45154.0,2944.0,64558.0,0.0,0.0,0.0,0.0,0.0,0.0,37274.0,0.0
MG-ITAPECERICA,1802.0,9630.0,1920.0,33192.0,0.0,0.0,0.0,0.0,0.0,0.0,40256.0,0.0
MG-ITAPEVA,0.0,30174.0,0.0,81720.0,0.0,0.0,0.0,0.0,0.0,0.0,44802.0,0.0
MG-ITATIAIUCU,0.0,11128.0,2432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34224.0,0.0
MG-ITAU DE MINAS,1908.0,41516.0,3456.0,145670.0,0.0,0.0,0.0,0.0,0.0,0.0,43458.0,0.0
MG-ITAUNA,10706.0,142310.0,17459.2,355650.0,0.0,0.0,0.0,0.0,0.0,0.0,174072.0,0.0
MG-ITAVERAVA,0.0,9416.0,1152.0,2952.0,0.0,0.0,0.0,0.0,0.0,0.0,10918.0,1920.0
MG-ITINGA,0.0,9844.0,0.0,128266.0,8560.0,0.0,0.0,0.0,0.0,0.0,35934.0,16000.0
MG-ITUETA,0.0,11556.0,0.0,29484.0,0.0,0.0,0.0,0.0,0.0,0.0,12497.4,0.0
MG-ITUIUTABA,25228.0,286974.0,24348.0,428670.0,18504.0,0.0,0.0,0.0,0.0,0.0,304060.0,0.0
MG-ITUMIRIM,0.0,0.0,0.0,14760.0,0.0,0.0,0.0,0.0,0.0,0.0,15370.0,0.0
MG-ITURAMA,14098.0,115560.0,15884.8,254058.0,3600.0,0.0,0.0,0.0,0.0,0.0,90028.0,0.0
MG-ITUTINGA,0.0,12198.0,0.0,29430.0,0.0,0.0,0.0,0.0,0.0,0.0,8586.0,0.0
MG-JABOTICATUBAS,0.0,4922.0,0.0,98262.0,0.0,0.0,0.0,0.0,0.0,0.0,44096.0,0.0
MG-JACINTO,1166.0,27606.0,2944.0,66384.0,0.0,0.0,0.0,0.0,0.0,0.0,22048.0,0.0
MG-JACUI,0.0,13268.0,0.0,36648.0,0.0,0.0,0.0,0.0,0.0,0.0,18762.0,0.0
MG-JACUTINGA,0.0,90522.0,13952.0,169832.0,0.0,0.0,0.0,0.0,0.0,0.0,76606.0,0.0
MG-JAGUARACU,0.0,10914.0,0.0,24984.0,0.0,0.0,0.0,0.0,0.0,0.0,7950.0,0.0
MG-JAIBA,0.0,74343.6,979.2,101871.0,0.0,0.0,0.0,0.0,0.0,3612.0,112381.2,17510.4
MG-JAMPRUCA,0.0,8988.0,2560.0,24192.0,0.0,0.0,0.0,0.0,0.0,0.0,25656.0,0.0
MG-JANAUBA,15264.0,292110.0,9088.0,161342.0,0.0,0.0,0.0,0.0,0.0,3440.0,201362.0,165514.0
MG-JANUARIA,3074.0,138244.0,5760.0,156018.0,0.0,0.0,0.0,22720.0,0.0,4128.0,168148.0,85780.0
MG-JAPARAIBA,0.0,12198.0,0.0,25990.0,0.0,0.0,0.0,0.0,0.0,0.0,12720.0,0.0
MG-JAPONVAR,0.0,21828.0,3200.0,45070.0,0.0,0.0,0.0,0.0,0.0,0.0,23638.0,0.0
MG-JECEABA,0.0,24824.0,4800.0,49392.0,0.0,0.0,0.0,0.0,0.0,0.0,17012.0,0.0
MG-JENIPAPO DE MINAS,0.0,13482.0,0.0,6955.2,0.0,0.0,0.0,0.0,0.0,0.0,10176.0,3609.6
MG-JEQUERI,0.0,40446.0,3993.6,42924.0,0.0,0.0,0.0,0.0,0.0,0.0,28090.0,0.0
MG-JEQUITAI,212.0,20116.0,1472.0,39708.0,0.0,0.0,0.0,0.0,0.0,0.0,19822.0,0.0
MG-JEQUITIBA,0.0,1797.6,0.0,11088.0,0.0,0.0,0.0,0.0,0.0,0.0,5766.4,2611.2
MG-JEQUITINHONHA,1335.6,59706.0,7200.0,138002.4,0.0,0.0,0.0,13617.8,0.0,0.0,46888.2,4262.4
MG-JESUANIA,0.0,0.0,0.0,20088.0,0.0,0.0,0.0,0.0,0.0,0.0,12296.0,0.0
MG-JOAIMA,0.0,45368.0,4252.0,123686.0,0.0,0.0,0.0,0.0,0.0,0.0,34800.0,5504.0
MG-JOANESIA,0.0,0.0,576.0,1360.8,0.0,0.0,0.0,0.0,0.0,0.0,3008.19,0.0
MG-JOAO MONLEVADE,7738.0,131610.0,13440.0,335078.0,0.0,0.0,0.0,0.0,0.0,0.0,143948.0,0.0
MG-JOAO PINHEIRO,1696.0,68052.0,10176.0,121366.0,0.0,0.0,0.0,0.0,0.0,0.0,101230.0,1024.0
MG-JOAQUIM FELICIO,1484.0,18404.0,0.0,36441.0,0.0,0.0,0.0,0.0,0.0,0.0,7420.0,0.0
MG-JORDANIA,0.0,20544.0,1152.0,9158.4,0.0,0.0,0.0,0.0,0.0,0.0,13992.0,0.0
MG-JOSE GONCALVES DE MINAS,0.0,13696.0,1472.0,17216.0,0.0,0.0,0.0,0.0,0.0,0.0,11872.0,0.0
MG-JOSE RAYDAN,0.0,3424.0,1664.0,22176.0,0.0,0.0,0.0,0.0,0.0,0.0,13780.0,0.0
MG-JOSENOPOLIS,530.0,13268.0,640.0,27646.0,0.0,0.0,0.0,0.0,0.0,0.0,8798.0,0.0
MG-JUATUBA,5088.0,75542.0,27486.0,273958.0,0.0,0.0,0.0,0.0,0.0,0.0,85118.0,0.0
MG-JUIZ DE FORA,46958.0,924908.0,241954.4,2342642.0,0.0,0.0,0.0,74521.6,0.0,0.0,942314.0,0.0
MG-JURAMENTO,1272.0,12412.0,0.0,20664.0,0.0,0.0,0.0,0.0,0.0,0.0,10918.0,0.0
MG-JURUAIA,0.0,33812.0,0.0,62329.0,0.0,0.0,0.0,0.0,0.0,0.0,36526.0,0.0
MG-JUVENILIA,0.0,13696.0,0.0,37296.0,0.0,0.0,0.0,0.0,0.0,0.0,19354.0,0.0
MG-LADAINHA,0.0,28034.0,0.0,68472.0,0.0,0.0,0.0,0.0,0.0,0.0,43068.0,0.0
MG-LAGAMAR,1166.0,23326.0,256.0,18576.0,0.0,0.0,0.0,0.0,0.0,0.0,14764.0,0.0
MG-LAGOA DA PRATA,0.0,122622.0,0.0,109266.0,0.0,0.0,0.0,0.0,0.0,0.0,106628.0,0.0
MG-LAGOA DOS PATOS,0.0,13696.0,0.0,29282.0,0.0,0.0,0.0,0.0,0.0,0.0,10600.0,0.0
MG-LAGOA DOURADA,0.0,28676.0,3456.0,136424.0,0.0,0.0,0.0,0.0,0.0,0.0,30528.0,0.0
MG-LAGOA FORMOSA,1802.0,83460.0,1472.0,78253.0,0.0,0.0,0.0,0.0,0.0,0.0,43566.0,0.0
MG-LAGOA GRANDE,424.0,31458.0,1088.0,55836.0,0.0,0.0,0.0,0.0,0.0,0.0,21730.0,0.0
MG-LAGOA SANTA,22260.0,265788.0,26368.0,510454.0,0.0,0.0,0.0,0.0,0.0,0.0,178260.0,0.0
MG-LAJINHA,0.0,19046.0,4992.0,94715.0,2160.0,0.0,0.0,0.0,0.0,0.0,64978.0,0.0
MG-LAMBARI,106.0,38520.0,9308.0,71484.0,0.0,0.0,0.0,0.0,0.0,0.0,43998.0,0.0
MG-LAMIM,0.0,0.0,0.0,9144.0,0.0,0.0,0.0,0.0,0.0,0.0,7632.0,0.0
MG-LARANJAL,0.0,13696.0,0.0,50348.0,0.0,0.0,0.0,0.0,0.0,0.0,13368.0,0.0
MG-LASSANCE,0.0,0.0,5120.0,32472.0,0.0,0.0,0.0,0.0,0.0,0.0,17808.0,2944.0
