"NU_SEQUENCIAL","NO_MUNICIPIO_ESC","SG_UF_ESC","TP_DEPENDENCIA_ADM_ESC","TP_LOCALIZACAO_ESC","TP_SIT_FUNC_ESC","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO"
3188258,"Porto Nacional","TO",1,1,1,408.6,362,541.5,605.5,700
1100260,"Monte do Carmo","TO",2,1,1,,,,,
13109,"Carrasco Bonito","TO",2,1,1,421.8,482.7,505.5,484.1,560
1238673,"Palmas","TO",2,1,1,409,313.6,389.7,505.6,360
3229085,"Colinas do Tocantins","TO",4,1,1,,,,,
256421,"Pugmil","TO",2,1,1,420,446.8,440.5,481.8,560
3791887,"Palmas","TO",2,1,1,373.4,402.4,487.4,435.6,500
1903735,"Tocantinópolis","TO",2,2,1,,,,,
1400233,"Palmas","TO",4,1,1,391.1,505.9,534.4,526,920
1184249,"Luzinópolis","TO",2,1,1,541.1,342.3,394.4,470.6,520
1148788,"Angico","TO",2,1,1,429.4,456.7,502,441.3,580
2773729,"Couto Magalhães","TO",2,1,1,404.9,330.1,422.2,404.5,0
2703954,"Gurupi","TO",2,1,1,458.2,527.9,537,426.5,640
3427956,"Babaçulândia","TO",2,1,1,385.9,391.9,426.4,495.1,480
2440754,"Colinas do Tocantins","TO",2,1,1,,,,,
663071,"Gurupi","TO",2,1,1,365.1,491.2,494.7,404.7,520
1005187,"Palmas","TO",2,1,1,390.3,415.8,411.2,434.1,520
1174391,"Palmeiras do Tocantins","TO",2,1,1,443.5,375.9,420.2,461.9,340
3010582,"Pedro Afonso","TO",2,1,1,432.6,434.1,521.6,673.2,600
617937,"Cristalândia","TO",2,1,1,368.2,400.4,514.2,442.1,720
3890645,"Palmas","TO",2,1,1,,628.6,551.4,,600
2787100,"Babaçulândia","TO",2,1,1,,446.3,497.2,,0
3255600,"Tocantinópolis","TO",2,1,1,,,,,
2194290,"Palmas","TO",2,1,1,628.8,634.1,625.8,730.6,820
2051806,"Colinas do Tocantins","TO",2,1,1,506.4,580.2,569.9,667,800
4115896,"Combinado","TO",2,1,1,,,,,
1587141,"Araguaína","TO",2,1,1,434.2,501.3,484.5,408.2,680
3474168,"Colinas do Tocantins","TO",2,2,1,385.7,,,402.5,
3864341,"Palmas","TO",2,1,1,,,,,
121885,"Formoso do Araguaia","TO",1,1,1,460.9,509.4,495.4,404.7,560
3322853,"Lagoa do Tocantins","TO",2,1,1,,,,,
1475148,"Babaçulândia","TO",2,1,1,,,,,
1075428,"Tocantinópolis","TO",2,2,1,,,,,
366405,"Paraíso do Tocantins","TO",2,1,1,540.3,300.1,511.5,443.4,540
2614795,"Campos Lindos","TO",2,1,1,460.8,358.3,372.9,476.8,320
1998946,"Porto Nacional","TO",4,1,1,655.9,637.3,636.3,663.9,880
3264226,"Palmas","TO",2,1,1,407.4,375.6,414.4,497.3,480
1095011,"Palmas","TO",2,1,1,492.2,442.9,508,432.1,640
3814675,"Arraias","TO",2,2,1,,384.3,408,,0
93607,"Palmas","TO",2,1,1,427.9,495.9,512.3,460.5,620
1331473,"Juarina","TO",2,1,1,,,,,
1355585,"Araguanã","TO",2,1,1,353.5,544.5,535.6,490.3,640
1501984,"Babaçulândia","TO",2,1,1,422.2,383,434.3,425.9,0
1950379,"Araguatins","TO",1,2,1,430.7,414.4,549.4,462.4,800
4280613,"Brejinho de Nazaré","TO",2,1,1,,364.4,477.6,,540
279071,"Colinas do Tocantins","TO",2,1,1,557.1,491.3,561.8,489.8,440
2171136,"Ponte Alta do Tocantins","TO",2,1,1,473.1,478.8,498.5,379.7,600
1846968,"Paraíso do Tocantins","TO",2,1,1,467.8,440.1,394.9,432.2,320
1421789,"Palmas","TO",2,1,1,474.4,506.3,541.9,410.8,720
2501426,"Miracema do Tocantins","TO",2,1,1,452.8,479.6,426.1,421.5,680
2676825,"Palmas","TO",2,1,1,483.5,453.3,398.9,404.6,700
351460,"Palmas","TO",2,1,1,410.2,520.8,583.3,508.3,800
962383,"Palmas","TO",2,1,1,399.5,402.4,467.2,509.3,580
1203735,"Gurupi","TO",1,1,1,576.5,596.6,578.7,646.8,720
3537296,"Palmas","TO",2,1,1,,394,480.6,,540
2297377,"Palmas","TO",2,1,1,,,,,
2920302,"Tocantinópolis","TO",2,1,1,400.2,463.8,474.2,465.7,760
557318,"Araguaína","TO",2,1,1,477.7,526.4,536.7,598.5,680
3027771,"Gurupi","TO",2,1,1,467,471.2,484.2,387.2,680
2895650,"Guaraí","TO",2,1,1,527.5,530.6,538.9,509.2,520
761392,"Augustinópolis","TO",2,1,1,422.2,506.6,458.4,387.1,820
2267752,"Colinas do Tocantins","TO",4,1,1,549.2,549,532.5,597.7,860
2818337,"Itaporã do Tocantins","TO",2,1,1,472.7,490.6,543.6,387.2,860
2497700,"Araguaína","TO",2,1,1,,,,,
2824586,"Santa Rosa do Tocantins","TO",2,1,1,389.6,418.5,391.6,448.5,500
2458567,"Araguaína","TO",2,1,1,,,,,
792264,"Araguaína","TO",2,1,1,520.8,561.2,540,512.1,800
1481732,"Ponte Alta do Tocantins","TO",2,1,1,384.1,373.2,446.2,394.7,0
3267846,"Dianópolis","TO",2,1,1,,,,,
3034115,"Palmas","TO",2,1,1,536.4,585.5,517.1,620.3,480
979382,"Campos Lindos","TO",2,1,1,466.2,406,417.4,429.2,340
2775798,"Aragominas","TO",2,1,1,408.1,445.2,506.6,398.7,620
1328869,"Tocantinópolis","TO",2,1,1,434.4,495.2,496.3,462.1,940
4261129,"Augustinópolis","TO",2,2,1,502.9,469.4,486.3,394.9,660
4112981,"São Salvador do Tocantins","TO",2,2,1,352.3,391.1,424,444.1,400
1363191,"Guaraí","TO",2,1,1,,0,302.6,,0
2570411,"Gurupi","TO",2,1,1,472.5,491.5,490.5,464.8,600
3816217,"Goiatins","TO",2,1,1,417.2,436.8,444.8,389.7,320
3278723,"Miracema do Tocantins","TO",2,1,1,434.1,405.1,482.1,428.5,800
546643,"Palmas","TO",2,1,1,545.2,628.4,534.4,601.4,660
2354329,"Ananás","TO",2,1,1,476.2,416,514.7,557.2,800
340556,"Natividade","TO",2,2,1,438.6,501.4,512.9,516,600
3793927,"Araguaína","TO",4,1,1,478.9,531.4,510.6,543.3,740
3126755,"São Bento do Tocantins","TO",2,1,1,,,,,
2945193,"São Miguel do Tocantins","TO",2,2,1,463.2,403.2,521.9,460.9,740
456976,"Divinópolis do Tocantins","TO",2,1,1,,,,,
2949699,"Palmas","TO",2,1,1,510.5,472.3,433.8,397.5,520
1511265,"Araguaína","TO",2,1,1,500.2,519.2,512.9,464.1,440
206944,"Arraias","TO",2,1,1,434.4,471.3,460.9,480.1,420
762270,"São Bento do Tocantins","TO",2,1,1,,,,,
1915340,"Palmas","TO",4,1,1,445.3,494.9,433.3,509.1,800
3302597,"Palmas","TO",2,1,1,,494.6,484.9,,660
2697834,"Miranorte","TO",2,1,1,478.4,460.4,522.8,612.5,560
268534,"Guaraí","TO",4,1,1,,699.9,637.5,,920
2965136,"Araguatins","TO",1,2,1,512.8,430.3,479.6,405.8,500
3229591,"Goianorte","TO",2,1,1,469.5,387.4,421.3,372.1,380
