#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;MODALIDADE_ENSINO;VALOR_TOTAL_ESCOLAS_PNAE
2018;PI;MILTON BRANDAO;MUNICIPAL;CRECHE;16371
2018;PI;MILTON BRANDAO;MUNICIPAL;ENSINO FUNDAMENTAL;78278,4
2018;PI;MILTON BRANDAO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;7952
2018;PI;MILTON BRANDAO;MUNICIPAL;PRï¿½-ESCOLA;20320,2
2018;PI;MONSENHOR GIL;MUNICIPAL;CRECHE;27392
2018;PI;MONSENHOR GIL;MUNICIPAL;EJA;6464
2018;PI;MONSENHOR GIL;MUNICIPAL;ENSINO FUNDAMENTAL;132024
2018;PI;MONSENHOR GIL;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;11360
2018;PI;MONSENHOR GIL;MUNICIPAL;PRï¿½-ESCOLA;37418
2018;PI;MONSENHOR HIPOLITO;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1272
2018;PI;MONSENHOR HIPOLITO;MUNICIPAL;CRECHE;16478
2018;PI;MONSENHOR HIPOLITO;MUNICIPAL;EJA;6464
2018;PI;MONSENHOR HIPOLITO;MUNICIPAL;ENSINO FUNDAMENTAL;170768
2018;PI;MONSENHOR HIPOLITO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;17892
2018;PI;MONSENHOR HIPOLITO;MUNICIPAL;PRï¿½-ESCOLA;20564
2018;PI;MONTE ALEGRE DO PIAUI;MUNICIPAL;CRECHE;11984
2018;PI;MONTE ALEGRE DO PIAUI;MUNICIPAL;EJA;9856
2018;PI;MONTE ALEGRE DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;392352
2018;PI;MONTE ALEGRE DO PIAUI;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;227,2
2018;PI;MONTE ALEGRE DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;32860
2018;PI;MORRO CABECA NO TEMPO;MUNICIPAL;CRECHE;13482
2018;PI;MORRO CABECA NO TEMPO;MUNICIPAL;EJA;1152
2018;PI;MORRO CABECA NO TEMPO;MUNICIPAL;ENSINO FUNDAMENTAL;117460,8
2018;PI;MORRO CABECA NO TEMPO;MUNICIPAL;PRï¿½-ESCOLA;22957,2
2018;PI;MORRO DO CHAPEU DO PIAUI;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1166
2018;PI;MORRO DO CHAPEU DO PIAUI;MUNICIPAL;CRECHE;22684
2018;PI;MORRO DO CHAPEU DO PIAUI;MUNICIPAL;EJA;6144
2018;PI;MORRO DO CHAPEU DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;151454
2018;PI;MORRO DO CHAPEU DO PIAUI;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;14313,6
2018;PI;MORRO DO CHAPEU DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;27560
2018;PI;MURICI DOS PORTELAS;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);3710
2018;PI;MURICI DOS PORTELAS;MUNICIPAL;CRECHE;45582
2018;PI;MURICI DOS PORTELAS;MUNICIPAL;EJA;50432
2018;PI;MURICI DOS PORTELAS;MUNICIPAL;ENSINO FUNDAMENTAL;186886
2018;PI;MURICI DOS PORTELAS;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;4544
2018;PI;MURICI DOS PORTELAS;MUNICIPAL;PRï¿½-ESCOLA;25346
2018;PI;NAZARE DO PIAUI;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1484
2018;PI;NAZARE DO PIAUI;MUNICIPAL;CRECHE;214
2018;PI;NAZARE DO PIAUI;MUNICIPAL;EJA;25376
2018;PI;NAZARE DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;143748
2018;PI;NAZARE DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;28736
2018;PI;NAZARIA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);4452
2018;PI;NAZARIA;MUNICIPAL;CRECHE;53286
2018;PI;NAZARIA;MUNICIPAL;EJA;11264
2018;PI;NAZARIA;MUNICIPAL;ENSINO FUNDAMENTAL;226944
2018;PI;NAZARIA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;20675,2
2018;PI;NAZARIA;MUNICIPAL;PRï¿½-ESCOLA;39856
2018;PI;NOSSA SENHORA DE NAZARE;MUNICIPAL;CRECHE;24610
2018;PI;NOSSA SENHORA DE NAZARE;MUNICIPAL;EJA;49600
2018;PI;NOSSA SENHORA DE NAZARE;MUNICIPAL;ENSINO FUNDAMENTAL;126160
2018;PI;NOSSA SENHORA DE NAZARE;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;8406,4
2018;PI;NOSSA SENHORA DE NAZARE;MUNICIPAL;PRï¿½-ESCOLA;15158
2018;PI;NOSSA SENHORA DOS REMEDIOS;MUNICIPAL;CRECHE;85685,6
2018;PI;NOSSA SENHORA DOS REMEDIOS;MUNICIPAL;EJA;40902,4
2018;PI;NOSSA SENHORA DOS REMEDIOS;MUNICIPAL;ENSINO FUNDAMENTAL;101806,6
2018;PI;NOSSA SENHORA DOS REMEDIOS;MUNICIPAL;ENSINO Mï¿½DIO;11541,6
2018;PI;NOSSA SENHORA DOS REMEDIOS;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;24253,6
2018;PI;NOSSA SENHORA DOS REMEDIOS;MUNICIPAL;PRï¿½-ESCOLA;25228
2018;PI;NOVA SANTA RITA;MUNICIPAL;CRECHE;6420
2018;PI;NOVA SANTA RITA;MUNICIPAL;EJA;8064
2018;PI;NOVA SANTA RITA;MUNICIPAL;ENSINO FUNDAMENTAL;55656
2018;PI;NOVA SANTA RITA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;13291,2
2018;PI;NOVA SANTA RITA;MUNICIPAL;PRï¿½-ESCOLA;13992
2018;PI;NOVO ORIENTE DO PIAUI;MUNICIPAL;CRECHE;6505,6
2018;PI;NOVO ORIENTE DO PIAUI;MUNICIPAL;EJA;1024
2018;PI;NOVO ORIENTE DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;39168
2018;PI;NOVO ORIENTE DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;12041,6
2018;PI;NOVO SANTO ANTONIO;MUNICIPAL;CRECHE;8474,4
2018;PI;NOVO SANTO ANTONIO;MUNICIPAL;EJA;2707,2
2018;PI;NOVO SANTO ANTONIO;MUNICIPAL;ENSINO FUNDAMENTAL;32140,8
2018;PI;NOVO SANTO ANTONIO;MUNICIPAL;PRï¿½-ESCOLA;8586
2018;PI;OEIRAS;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);7314
2018;PI;OEIRAS;MUNICIPAL;CRECHE;94160
2018;PI;OEIRAS;MUNICIPAL;EJA;8000
2018;PI;OEIRAS;MUNICIPAL;ENSINO FUNDAMENTAL;334728
2018;PI;OEIRAS;MUNICIPAL;PRï¿½-ESCOLA;81090
2018;PI;OEIRAS;MUNICIPAL;QUILOMBOLA;12718
2018;PI;OLHO DAGUA DO PIAUI;MUNICIPAL;CRECHE;13054
2018;PI;OLHO DAGUA DO PIAUI;MUNICIPAL;EJA;9228
2018;PI;OLHO DAGUA DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;29232
2018;PI;OLHO DAGUA DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;8692
2018;PI;PADRE MARCOS;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);318
2018;PI;PADRE MARCOS;MUNICIPAL;CRECHE;47722
2018;PI;PADRE MARCOS;MUNICIPAL;EJA;9024
2018;PI;PADRE MARCOS;MUNICIPAL;ENSINO FUNDAMENTAL;152328
2018;PI;PADRE MARCOS;MUNICIPAL;PRï¿½-ESCOLA;17596
2018;PI;PAES LANDIM;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);636
2018;PI;PAES LANDIM;MUNICIPAL;CRECHE;7490
2018;PI;PAES LANDIM;MUNICIPAL;EJA;39936
2018;PI;PAES LANDIM;MUNICIPAL;ENSINO FUNDAMENTAL;53208
2018;PI;PAES LANDIM;MUNICIPAL;PRï¿½-ESCOLA;11236
2018;PI;PAJEU DO PIAUI;MUNICIPAL;CRECHE;5564
2018;PI;PAJEU DO PIAUI;MUNICIPAL;EJA;1920
2018;PI;PAJEU DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;30312
2018;PI;PAJEU DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;7102
2018;PI;PALMEIRA DO PIAUI;MUNICIPAL;CRECHE;8988
2018;PI;PALMEIRA DO PIAUI;MUNICIPAL;EJA;1664
2018;PI;PALMEIRA DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;54504
2018;PI;PALMEIRA DO PIAUI;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;28513,6
2018;PI;PALMEIRA DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;16536
2018;PI;PALMEIRAIS;MUNICIPAL;CRECHE;67196
2018;PI;PALMEIRAIS;MUNICIPAL;EJA;22835,2
2018;PI;PALMEIRAIS;MUNICIPAL;ENSINO FUNDAMENTAL;316444
2018;PI;PALMEIRAIS;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;62252,8
2018;PI;PALMEIRAIS;MUNICIPAL;PRï¿½-ESCOLA;46004
2018;PI;PALMEIRAIS;MUNICIPAL;QUILOMBOLA;4188
2018;PI;PAQUETA;MUNICIPAL;CRECHE;8132
2018;PI;PAQUETA;MUNICIPAL;EJA;51456
2018;PI;PAQUETA;MUNICIPAL;ENSINO FUNDAMENTAL;27792
2018;PI;PAQUETA;MUNICIPAL;PRï¿½-ESCOLA;6572
2018;PI;PAQUETA;MUNICIPAL;QUILOMBOLA;24748
2018;PI;PARNAGUA;MUNICIPAL;CRECHE;2910,4
2018;PI;PARNAGUA;MUNICIPAL;EJA;5324,8
2018;PI;PARNAGUA;MUNICIPAL;ENSINO FUNDAMENTAL;266401,6
2018;PI;PARNAGUA;MUNICIPAL;PRï¿½-ESCOLA;26033,6
2018;PI;PARNAIBA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);30146,4
2018;PI;PARNAIBA;MUNICIPAL;CRECHE;191637
2018;PI;PARNAIBA;MUNICIPAL;EJA;143942,4
2018;PI;PARNAIBA;MUNICIPAL;ENSINO FUNDAMENTAL;1146753
2018;PI;PARNAIBA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;155745,6
2018;PI;PARNAIBA;MUNICIPAL;PRï¿½-ESCOLA;298024,2
2018;PI;PASSAGEM FRANCA DO PIAUI;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);5247
2018;PI;PASSAGEM FRANCA DO PIAUI;MUNICIPAL;CRECHE;46801,8
2018;PI;PASSAGEM FRANCA DO PIAUI;MUNICIPAL;EJA;12360,96
2018;PI;PASSAGEM FRANCA DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;59421,6
2018;PI;PASSAGEM FRANCA DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;10207,8
2018;PI;PATOS DO PIAUI;MUNICIPAL;CRECHE;10015,2
2018;PI;PATOS DO PIAUI;MUNICIPAL;EJA;2304
2018;PI;PATOS DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;55598,4
2018;PI;PATOS DO PIAUI;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;5964
2018;PI;PATOS DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;9063
2018;PI;PATOS DO PIAUI;MUNICIPAL;QUILOMBOLA;2266,2
2018;PI;PAU DARCO DO PIAUI;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);106
2018;PI;PAU DARCO DO PIAUI;MUNICIPAL;CRECHE;14766
2018;PI;PAU DARCO DO PIAUI;MUNICIPAL;EJA;4672
2018;PI;PAU DARCO DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;41832
2018;PI;PAU DARCO DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;9116
2018;PI;PAULISTANA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);508,8
2018;PI;PAULISTANA;MUNICIPAL;CRECHE;63515,2
2018;PI;PAULISTANA;MUNICIPAL;EJA;29184
2018;PI;PAULISTANA;MUNICIPAL;ENSINO FUNDAMENTAL;164504
2018;PI;PAULISTANA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;139302
2018;PI;PAULISTANA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - QUILOMBOLA;7946,4
2018;PI;PAULISTANA;MUNICIPAL;PRï¿½-ESCOLA;36803,2
2018;PI;PAULISTANA;MUNICIPAL;QUILOMBOLA;46788,8
2018;PI;PAVUSSU;MUNICIPAL;EJA;2240
2018;PI;PAVUSSU;MUNICIPAL;ENSINO FUNDAMENTAL;26761
2018;PI;PAVUSSU;MUNICIPAL;PRï¿½-ESCOLA;5936
2018;PI;PEDRO II;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);5512
2018;PI;PEDRO II;MUNICIPAL;CRECHE;113634
2018;PI;PEDRO II;MUNICIPAL;EJA;38784
2018;PI;PEDRO II;MUNICIPAL;ENSINO FUNDAMENTAL;591774
2018;PI;PEDRO II;MUNICIPAL;ENSINO Mï¿½DIO;11984
2018;PI;PEDRO II;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;111328
2018;PI;PEDRO II;MUNICIPAL;PRï¿½-ESCOLA;107484
2018;PI;PEDRO LAURENTINO;MUNICIPAL;CRECHE;7190,4
2018;PI;PEDRO LAURENTINO;MUNICIPAL;EJA;1024
2018;PI;PEDRO LAURENTINO;MUNICIPAL;ENSINO FUNDAMENTAL;23673,6
2018;PI;PEDRO LAURENTINO;MUNICIPAL;PRï¿½-ESCOLA;5342,4
2018;PI;PICOS;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);13780
2018;PI;PICOS;MUNICIPAL;CRECHE;148516
2018;PI;PICOS;MUNICIPAL;EJA;27926
2018;PI;PICOS;MUNICIPAL;ENSINO FUNDAMENTAL;996012
2018;PI;PICOS;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;41350,4
2018;PI;PICOS;MUNICIPAL;PRï¿½-ESCOLA;145538
2018;PI;PIMENTEIRAS;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1696
2018;PI;PIMENTEIRAS;MUNICIPAL;CRECHE;36808
2018;PI;PIMENTEIRAS;MUNICIPAL;EJA;8054
2018;PI;PIMENTEIRAS;MUNICIPAL;ENSINO FUNDAMENTAL;265404
2018;PI;PIMENTEIRAS;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;19766,4
2018;PI;PIMENTEIRAS;MUNICIPAL;PRï¿½-ESCOLA;27984
2018;PI;PIO IX;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1166
2018;PI;PIO IX;MUNICIPAL;CRECHE;43656
2018;PI;PIO IX;MUNICIPAL;EJA;21696
2018;PI;PIO IX;MUNICIPAL;ENSINO FUNDAMENTAL;414758
2018;PI;PIO IX;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;19894,2
2018;PI;PIO IX;MUNICIPAL;PRï¿½-ESCOLA;52470
2018;PI;PIRACURUCA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);12720
2018;PI;PIRACURUCA;MUNICIPAL;CRECHE;61204
2018;PI;PIRACURUCA;MUNICIPAL;EJA;2176
2018;PI;PIRACURUCA;MUNICIPAL;ENSINO FUNDAMENTAL;212328
2018;PI;PIRACURUCA;MUNICIPAL;PRï¿½-ESCOLA;79924
2018;PI;PIRIPIRI;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);17914
2018;PI;PIRIPIRI;MUNICIPAL;CRECHE;150870
2018;PI;PIRIPIRI;MUNICIPAL;EJA;44416
2018;PI;PIRIPIRI;MUNICIPAL;ENSINO FUNDAMENTAL;825744
2018;PI;PIRIPIRI;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;22720
2018;PI;PIRIPIRI;MUNICIPAL;PRï¿½-ESCOLA;158894
2018;PI;PIRIPIRI;MUNICIPAL;QUILOMBOLA;19440
2018;PI;PORTO;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);742
2018;PI;PORTO;MUNICIPAL;CRECHE;112564
2018;PI;PORTO;MUNICIPAL;EJA;26880
2018;PI;PORTO;MUNICIPAL;ENSINO FUNDAMENTAL;324692
2018;PI;PORTO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;33284,8
2018;PI;PORTO;MUNICIPAL;PRï¿½-ESCOLA;45156
2018;PI;PORTO ALEGRE DO PIAUI;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);530
2018;PI;PORTO ALEGRE DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;42998
2018;PI;PORTO ALEGRE DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;11696
2018;PI;PRATA DO PIAUI;MUNICIPAL;CRECHE;13910
2018;PI;PRATA DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;37512
2018;PI;PRATA DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;9328
2018;PI;QUEIMADA NOVA;MUNICIPAL;CRECHE;10272
2018;PI;QUEIMADA NOVA;MUNICIPAL;ENSINO FUNDAMENTAL;67213
2018;PI;QUEIMADA NOVA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;107465,6
2018;PI;QUEIMADA NOVA;MUNICIPAL;PRï¿½-ESCOLA;17702
2018;PI;REDENCAO DO GURGUEIA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);2968
2018;PI;REDENCAO DO GURGUEIA;MUNICIPAL;CRECHE;17548
2018;PI;REDENCAO DO GURGUEIA;MUNICIPAL;EJA;6656
2018;PI;REDENCAO DO GURGUEIA;MUNICIPAL;ENSINO FUNDAMENTAL;121904
2018;PI;REDENCAO DO GURGUEIA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;22720
2018;PI;REDENCAO DO GURGUEIA;MUNICIPAL;PRï¿½-ESCOLA;25688
2018;PI;REDENCAO DO GURGUEIA;MUNICIPAL;QUILOMBOLA;26624
2018;PI;REGENERACAO;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);848
2018;PI;REGENERACAO;MUNICIPAL;CRECHE;30816
2018;PI;REGENERACAO;MUNICIPAL;EJA;1344
2018;PI;REGENERACAO;MUNICIPAL;ENSINO FUNDAMENTAL;191122
2018;PI;REGENERACAO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;45099,2
2018;PI;REGENERACAO;MUNICIPAL;PRï¿½-ESCOLA;57128
2018;PI;RIACHO FRIO;MUNICIPAL;CRECHE;10935,4
2018;PI;RIACHO FRIO;MUNICIPAL;EJA;896
2018;PI;RIACHO FRIO;MUNICIPAL;ENSINO FUNDAMENTAL;78304,8
2018;PI;RIACHO FRIO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;17096,8
2018;PI;RIACHO FRIO;MUNICIPAL;PRï¿½-ESCOLA;11575,2
2018;PI;RIBEIRA DO PIAUI;MUNICIPAL;CRECHE;10186,4
2018;PI;RIBEIRA DO PIAUI;MUNICIPAL;EJA;4480
2018;PI;RIBEIRA DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;26649,6
2018;PI;RIBEIRA DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;5936
2018;PI;RIBEIRO GONCALVES;MUNICIPAL;CRECHE;32528
2018;PI;RIBEIRO GONCALVES;MUNICIPAL;EJA;7040
2018;PI;RIBEIRO GONCALVES;MUNICIPAL;ENSINO FUNDAMENTAL;162584
2018;PI;RIBEIRO GONCALVES;MUNICIPAL;PRï¿½-ESCOLA;18868
2018;PI;RIO GRANDE DO PIAUI;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);848
2018;PI;RIO GRANDE DO PIAUI;MUNICIPAL;CRECHE;16092,8
2018;PI;RIO GRANDE DO PIAUI;MUNICIPAL;EJA;2406,4
2018;PI;RIO GRANDE DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;41043,2
2018;PI;RIO GRANDE DO PIAUI;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;13632
2018;PI;RIO GRANDE DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;11278,4
2018;PI;SANTA CRUZ DO PIAUI;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1431
2018;PI;SANTA CRUZ DO PIAUI;MUNICIPAL;CRECHE;9630
2018;PI;SANTA CRUZ DO PIAUI;MUNICIPAL;EJA;1670,4
2018;PI;SANTA CRUZ DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;56455,2
2018;PI;SANTA CRUZ DO PIAUI;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;9940
2018;PI;SANTA CRUZ DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;10684,8
2018;PI;SANTA CRUZ DOS MILAGRES;MUNICIPAL;CRECHE;17719,2
2018;PI;SANTA CRUZ DOS MILAGRES;MUNICIPAL;EJA;3801,6
2018;PI;SANTA CRUZ DOS MILAGRES;MUNICIPAL;ENSINO FUNDAMENTAL;36612
2018;PI;SANTA CRUZ DOS MILAGRES;MUNICIPAL;PRï¿½-ESCOLA;9635,4
2018;PI;SANTA FILOMENA;MUNICIPAL;CRECHE;5350
2018;PI;SANTA FILOMENA;MUNICIPAL;EJA;4928
2018;PI;SANTA FILOMENA;MUNICIPAL;ENSINO FUNDAMENTAL;76320
2018;PI;SANTA FILOMENA;MUNICIPAL;PRï¿½-ESCOLA;26394
2018;PI;SANTA LUZ;MUNICIPAL;CRECHE;3894,8
2018;PI;SANTA LUZ;MUNICIPAL;ENSINO FUNDAMENTAL;42991,2
2018;PI;SANTA LUZ;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;11005
2018;PI;SANTA LUZ;MUNICIPAL;PRï¿½-ESCOLA;16249,8
2018;PI;SANTA ROSA DO PIAUI;MUNICIPAL;CRECHE;14209,6
2018;PI;SANTA ROSA DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;56747,2
2018;PI;SANTA ROSA DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;10769,6
2018;PI;SANTANA DO PIAUI;MUNICIPAL;CRECHE;12198
2018;PI;SANTANA DO PIAUI;MUNICIPAL;EJA;5952
2018;PI;SANTANA DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;95400
2018;PI;SANTANA DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;11130
2018;PI;SANTO ANTONIO DE LISBOA;MUNICIPAL;ENSINO FUNDAMENTAL;133322
2018;PI;SANTO ANTONIO DE LISBOA;MUNICIPAL;PRï¿½-ESCOLA;16642
2018;PI;SANTO ANTONIO DOS MILAGRES;MUNICIPAL;CRECHE;5136
2018;PI;SANTO ANTONIO DOS MILAGRES;MUNICIPAL;EJA;3840
2018;PI;SANTO ANTONIO DOS MILAGRES;MUNICIPAL;ENSINO FUNDAMENTAL;24816
2018;PI;SANTO ANTONIO DOS MILAGRES;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;13632
2018;PI;SANTO ANTONIO DOS MILAGRES;MUNICIPAL;PRï¿½-ESCOLA;7738
2018;PI;SANTO INACIO DO PIAUI;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1060
2018;PI;SANTO INACIO DO PIAUI;MUNICIPAL;CRECHE;21828
2018;PI;SANTO INACIO DO PIAUI;MUNICIPAL;EJA;11904
2018;PI;SANTO INACIO DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;97430
2018;PI;SANTO INACIO DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;8480
2018;PI;SAO BRAZ DO PIAUI;MUNICIPAL;CRECHE;12198
2018;PI;SAO BRAZ DO PIAUI;MUNICIPAL;EJA;6592
2018;PI;SAO BRAZ DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;83664
2018;PI;SAO BRAZ DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;12190
2018;PI;SAO FELIX DO PIAUI;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1378
2018;PI;SAO FELIX DO PIAUI;MUNICIPAL;CRECHE;11770
2018;PI;SAO FELIX DO PIAUI;MUNICIPAL;EJA;4992
2018;PI;SAO FELIX DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;78980
2018;PI;SAO FELIX DO PIAUI;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;681,6
2018;PI;SAO FELIX DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;7208
2018;PI;SAO FRANCISCO DE ASSIS DO PIAUI;MUNICIPAL;CRECHE;26536
2018;PI;SAO FRANCISCO DE ASSIS DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;76392
2018;PI;SAO FRANCISCO DE ASSIS DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;16642
2018;PI;SAO FRANCISCO DO PIAUI;MUNICIPAL;CRECHE;29104
2018;PI;SAO FRANCISCO DO PIAUI;MUNICIPAL;EJA;26624
2018;PI;SAO FRANCISCO DO PIAUI;MUNICIPAL;ENSINO FUNDAMENTAL;153894
2018;PI;SAO FRANCISCO DO PIAUI;MUNICIPAL;PRï¿½-ESCOLA;12508
2018;PI;SAO FRANCISCO DO PIAUI;MUNICIPAL;QUILOMBOLA;56968
2018;PI;SAO GONCALO DO GURGUEIA;MUNICIPAL;CRECHE;5778
2018;PI;SAO GONCALO DO GURGUEIA;MUNICIPAL;EJA;748,8
2018;PI;SAO GONCALO DO GURGUEIA;MUNICIPAL;ENSINO FUNDAMENTAL;34149,6
