"NU_SEQUENCIAL","NO_MUNICIPIO_ESC","SG_UF_ESC","TP_DEPENDENCIA_ADM_ESC","TP_LOCALIZACAO_ESC","TP_SIT_FUNC_ESC","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO"
2811320,"Macapá","AP",4,1,1,524.3,605.2,562.6,557.7,600
2047541,"Macapá","AP",2,1,1,,473.7,472.1,,380
733485,"Macapá","AP",2,1,1,460.9,427.2,477.9,471.5,560
4210320,"Macapá","AP",2,1,1,,,,,
961810,"Macapá","AP",2,1,1,406.1,406.8,460.1,402.2,520
2285632,"Macapá","AP",2,1,1,509.5,489.1,517.7,476,680
3176714,"Macapá","AP",2,1,1,413.4,377.7,531.7,380.7,640
2522936,"Macapá","AP",2,1,1,462.5,367.1,412,436.1,0
2390740,"Laranjal do Jari","AP",2,1,1,492.4,454.3,468.6,409.3,460
1796234,"Macapá","AP",1,1,1,541.9,431.9,499,590.4,640
3394980,"Macapá","AP",2,1,1,413.2,424.6,388.4,423.8,540
1095439,"Pracuúba","AP",2,1,1,416.4,444,510.1,500,580
1184,"Macapá","AP",2,1,1,406.7,585.9,656.6,604.6,840
2916811,"Macapá","AP",2,1,1,488.4,473,332.2,505.8,0
471533,"Macapá","AP",2,1,1,,,,,
2986844,"Santana","AP",4,1,1,446,508.1,490.3,446.3,500
1340056,"Macapá","AP",2,1,1,569.7,599.7,577.4,546.5,900
1259774,"Tartarugalzinho","AP",2,1,1,,,,,
413828,"Santana","AP",2,1,1,375.3,361.2,332.6,381.6,520
1117425,"Santana","AP",2,2,1,467.7,423.5,513.9,392.4,540
2055341,"Santana","AP",2,1,1,455.6,517.1,544.9,424.8,780
1533864,"Santana","AP",2,1,1,446.1,482.9,508.6,383.2,660
3108540,"Macapá","AP",2,1,1,358.8,375.2,423.2,415,580
3502298,"Macapá","AP",2,1,1,532.9,560.1,571.7,419.1,860
63038,"Macapá","AP",2,1,1,,,,,
2696756,"Macapá","AP",2,2,1,466.2,421.4,511.9,505.7,580
397177,"Macapá","AP",2,1,1,505.5,587,607.7,610.3,720
699686,"Porto Grande","AP",2,1,1,534,565.3,579.6,479.2,880
202468,"Macapá","AP",2,1,1,434.6,465.8,530.2,475.2,700
3271235,"Santana","AP",4,1,1,508.3,558.3,563.7,441.3,740
2058109,"Santana","AP",2,1,1,537.6,602.5,555.3,606.3,720
1755269,"Macapá","AP",2,1,1,,,,,
2521894,"Macapá","AP",2,1,1,379.8,460.2,526.3,445.6,880
3316716,"Macapá","AP",2,1,1,,,,,
3753626,"Macapá","AP",2,1,1,395.3,501.3,493.8,425.1,780
2655834,"Calçoene","AP",2,1,1,361.1,421,471.6,413.7,740
3704206,"Santana","AP",2,1,1,535.9,551.5,541.2,448.8,440
1407206,"Macapá","AP",2,1,1,617,684.7,603.1,542.5,880
350084,"Macapá","AP",2,1,1,376.7,476.6,422.6,378.7,500
55413,"Macapá","AP",2,1,1,425.7,550.7,553,510.8,740
2402664,"Macapá","AP",4,1,1,439.2,402,528.5,459,620
2849648,"Pedra Branca do Amapari","AP",2,2,1,,,,,
597779,"Santana","AP",2,1,1,,,,,
3766731,"Macapá","AP",2,1,1,,,,,
2189206,"Laranjal do Jari","AP",2,1,1,420.6,446.2,482.1,489.9,840
80440,"Macapá","AP",2,1,1,387.5,476,526.7,479.6,600
2810149,"Macapá","AP",2,1,1,,,,,
2630600,"Macapá","AP",2,1,1,434.1,487.6,477.4,385.5,560
2467792,"Mazagão","AP",2,1,1,432.4,361.9,380.5,393.8,640
1350117,"Macapá","AP",2,1,1,401,413.4,429.2,381.5,540
2650002,"Porto Grande","AP",1,1,1,590.8,547.1,564.8,583.5,600
3042568,"Macapá","AP",2,1,1,386.9,296,363.9,404.9,400
2570352,"Macapá","AP",2,1,1,404.7,424.5,523.7,391.3,560
1633886,"Macapá","AP",2,1,1,432.7,371.9,377.9,445.8,640
38044,"Santana","AP",2,1,1,569.6,643.5,584.5,600.7,880
2360763,"Macapá","AP",2,1,1,416.2,513.7,545.2,487.8,720
2830631,"Macapá","AP",2,1,1,366,412.5,479.7,415.4,620
3424198,"Macapá","AP",2,1,1,,,,,
1226385,"Macapá","AP",2,1,1,486,523.5,515.1,452.3,0
1294295,"Macapá","AP",2,1,1,443.9,435.6,502,439.4,720
10403,"Macapá","AP",2,1,1,360.2,467,498,468.4,800
324541,"Laranjal do Jari","AP",2,1,1,482.4,386.3,453.9,568.9,580
190846,"Oiapoque","AP",2,1,1,444.2,543,564.1,418.3,780
785506,"Macapá","AP",2,1,1,504.2,479.3,378.5,515.4,660
3857931,"Calçoene","AP",2,1,1,,,,,
1358300,"Santana","AP",2,1,1,417.5,563.1,583.3,540.1,700
311820,"Macapá","AP",2,1,1,415.4,358.1,308.5,391.3,360
2047957,"Amapá","AP",2,1,1,387,568.5,522.8,408.6,900
242120,"Pedra Branca do Amapari","AP",2,1,1,493,466.8,504.5,395.9,580
2891347,"Santana","AP",2,2,1,443.5,393.3,488.3,428.2,260
636898,"Santana","AP",2,1,1,388,534.3,534.8,503.4,660
409230,"Macapá","AP",2,1,1,,,,,
3317174,"Macapá","AP",2,1,1,361.8,403.3,496.3,452.3,440
1784292,"Macapá","AP",2,1,1,386.7,451.5,462.1,396.2,700
1738515,"Santana","AP",2,1,1,371.3,453.8,469.4,387.4,600
2066330,"Macapá","AP",2,1,1,452.5,418.6,502.8,396.3,600
1644074,"Macapá","AP",4,1,1,571.5,668.5,577.4,653.5,680
33678,"Macapá","AP",2,1,1,570.6,629.3,578.3,604,920
1384170,"Macapá","AP",4,1,1,538.1,611.6,603.2,495.5,880
834809,"Santana","AP",2,1,1,377.1,387.9,382.9,588.4,0
379032,"Macapá","AP",4,1,1,608.1,606.3,600,671.1,940
1348853,"Pedra Branca do Amapari","AP",2,1,1,,424.8,432.5,,0
1341232,"Macapá","AP",2,1,1,383.6,396.2,532.2,497.8,880
60858,"Macapá","AP",4,1,1,513.4,580,562.2,436.3,920
2048875,"Macapá","AP",2,1,1,366.6,451.5,476.7,427.7,680
1134601,"Macapá","AP",2,1,1,493.2,472.9,490.6,408.4,480
2043562,"Macapá","AP",2,1,1,372.7,435.5,415.8,431.4,480
946449,"Macapá","AP",2,1,1,429.8,431.2,456.7,436.8,460
2712842,"Calçoene","AP",2,1,1,373.8,426.9,311.3,424.2,0
1180947,"Santana","AP",2,1,1,381.8,514.6,532.3,386.9,740
2029146,"Tartarugalzinho","AP",2,1,1,423.7,535.1,540.2,487.3,520
1084426,"Macapá","AP",2,1,1,387.3,308.7,371.3,435.3,600
3696328,"Macapá","AP",2,2,1,,,,,
3369176,"Amapá","AP",2,1,1,,,,,
1207389,"Mazagão","AP",2,2,1,430.3,425.4,494.7,480,640
1577999,"Macapá","AP",2,1,1,430.6,438.7,405.9,463.8,300
822398,"Macapá","AP",2,1,1,413,443.2,459.6,418.5,500
633852,"Macapá","AP",2,1,1,501.8,524,517.3,550.8,760
4047279,"Oiapoque","AP",2,1,1,,,,,
2286006,"Macapá","AP",2,1,1,371.2,409,492.3,397.5,600
3457759,"Macapá","AP",2,1,1,,,,,
1816969,"Porto Grande","AP",2,1,1,482.2,500.2,490.1,448.1,620
4041850,"Santana","AP",2,1,1,,,,,
